id	filename	md5	size	state
5784c240-c72d-4e91-8442-ec1ec7d77485	d18f7417-b59b-4527-ae3c-29ef1b75cc91.mirnaseq.mirnas.quantification.txt	2bc921e96194a5e8f1f7b4947294ebcf	50290	released
b5c96668-00a6-4b0c-a397-f93c8d3de321	a62338ce-0bb7-476f-812e-2f92cdf46616.mirnaseq.mirnas.quantification.txt	2f96b55e3368352893af5666c7a86e2b	50131	released
b6c9f24c-f3d2-4a50-95ad-63b0812403d1	3fa494d4-1532-45b1-aafd-3840c778eb3f.mirnaseq.mirnas.quantification.txt	894c21032a5dfd7df5a1662d8ec8c82d	50284	released
bdb5bed9-377c-4ba7-9a1f-86dd86d0bb3c	8145a63e-2908-4447-b762-7d0454ee95ed.mirnaseq.mirnas.quantification.txt	baf493aab1e774221c17c0579255a997	50215	released
b00072a4-f69b-4f1d-83eb-6c7c42c7f566	4c204f8a-8abc-44f9-8325-5b9119633d56.mirnaseq.mirnas.quantification.txt	0fdacea9b79aad90ac7a37a1d58d4765	50211	released
38b792f4-a6f2-4bca-a413-4ee64ba22180	1aebeb2e-a3a5-4f9b-af1d-d366389f7bed.mirnaseq.mirnas.quantification.txt	598777b0cdf33e64cd418abb0ecc1d14	50223	released
790a00d2-fc38-4806-8273-eaed6a49c2fa	0e453384-866d-437a-a4e1-63681ff3e7e0.mirnaseq.mirnas.quantification.txt	76cb83550a28ed624f90ad9d157fb46c	50332	released
528c49c3-2f62-4d54-8874-bc24bf1a7fbd	68a92b22-1a70-476d-915d-dedb4321a949.mirnaseq.mirnas.quantification.txt	88343d9952221ee861170392335adaec	50092	released
45a061e4-6ea4-427f-8d8e-ad15574dc54a	60eb19e7-2c49-4623-9e42-3b95679accaf.mirnaseq.mirnas.quantification.txt	3179a8a2ac81d825d795b6170395db5e	50193	released
54e3a5e6-503b-4f28-a720-ea3b03889700	c1230155-8fa8-42ba-baf9-73724ea9ca62.mirnaseq.mirnas.quantification.txt	971bee876543d9c0c45130abf81d62a0	50225	released
73fd96e8-4ba0-4892-a97f-5dc8c78d4dba	e6e5b991-f516-4294-8965-17c8e4d951da.mirnaseq.mirnas.quantification.txt	37ac10235d084e2726d04a16c7c1fa9d	50076	released
e772a4ef-902f-4fcb-aa03-3af94ed4a5cc	4e9e60f7-7d26-4953-a1b2-9af5d33b58cb.mirnaseq.mirnas.quantification.txt	93cd7d65816c9170c08012589222f1c5	50123	released
5f577e9a-879f-4c9c-b88d-47b0218db164	707937db-62bb-4964-b53c-1c7f6017f61d.mirnaseq.mirnas.quantification.txt	8710d3d8005adaed428e6b3026fd35de	50340	released
857e5ced-4179-4f72-9b32-8e5d457f86df	388dae72-6d0b-4d76-8274-8b0d2f2486b7.mirnaseq.mirnas.quantification.txt	41d6bc50a49c75a8e41a868daa8aef5b	50202	released
6aa77201-ffc0-46a2-96e4-c5340ba37fe6	ce24fe86-c327-485e-a7e8-0606b03db986.mirnaseq.mirnas.quantification.txt	a5cc188b7fc1b4ac6197afcf2ce79b16	50084	released
fe82155e-e29b-4f00-9bac-42f9a9fe0584	7ab69d05-4af5-44cd-a2ec-361d8c4450ee.mirnaseq.mirnas.quantification.txt	33799cb62cbee4a779a668b88f658bf7	50221	released
ec4a2c01-d3e3-498b-8f6b-66acb599a8d5	513e557f-5ef3-46c3-b476-6c942d63ee06.mirnaseq.mirnas.quantification.txt	51c6b28796c96560baf78fcd662177a5	50235	released
f9da1e06-e4cc-4801-9825-00f07943fd07	4732bb0f-b544-4fd6-8757-d7dc3494b1e1.mirnaseq.mirnas.quantification.txt	27d4b66aff5c0a48d37ef2cf18a5dfb6	50163	released
2e5cd9c7-08ba-4e02-96c8-e19a18e7ef8d	ff389026-8f4e-4a1e-bb7d-fbdb92e8a45f.mirnaseq.mirnas.quantification.txt	d1bfceeb436a22873f322af81a837726	50382	released
d624efd2-3e60-40b8-a60c-c783875e7612	8c6793d6-6368-40cd-a319-cd03ab056c97.mirnaseq.mirnas.quantification.txt	ca486852a408059ca3d90612833b791d	50367	released
32b81da8-1ff2-4343-ba8b-3ae6037a97f4	5d50fa35-518b-4780-b65c-d9e94ded7673.mirnaseq.mirnas.quantification.txt	08326e9979cf871edb2afc29b4c946ef	50614	released
b3df797b-da00-4da6-a500-b611dd8599bf	2814bda3-11a2-4d9f-b95d-d72570accdb0.mirnaseq.mirnas.quantification.txt	6ca9d0bfc6945bc174cc115352e8f95a	50187	released
838fc337-09a8-4a5f-a069-970855677e10	30cac795-d1e5-48d8-9e8b-4e6568c3810a.mirnaseq.mirnas.quantification.txt	29825e90f2d51467bbcc821be43fb94f	50153	released
aebe9722-db2f-45cb-8c5b-ed442df6c3c0	d13bd4b7-8cf3-408c-8400-3bee4bc2c295.mirnaseq.mirnas.quantification.txt	2de347126ebc7005b498bc1a9f96e67b	50324	released
144cee61-bb3a-4661-8cd2-79eff0b89280	2839702a-b118-46a8-85dd-794d206c24c6.mirnaseq.mirnas.quantification.txt	e05fba69d52ee55272d03547a38b0d5c	50095	released
9e508c1c-8bce-4282-bc00-51e1a0b82fab	237c92a3-8aab-44ec-b396-d49c11e25e4a.mirnaseq.mirnas.quantification.txt	c84b1aaad472940e89e9b4b5873f6d0a	50240	released
74ad7587-d049-4aa0-ad90-2ceafad894d2	3df9876a-2595-438f-a6e7-e23329c5162b.mirnaseq.mirnas.quantification.txt	896183d2a3b7e15345d553eaa5ab61fc	50230	released
f5802737-dc53-410c-b901-2916f492824a	b2feb5fd-091c-42a2-9f67-bf72643f2698.mirnaseq.mirnas.quantification.txt	86fa9b21ac7e322be53078576ae650bf	50193	released
74fd8b44-0707-4970-8c1a-b59f38b6300a	64f1bd9f-0800-40bd-a584-bd52fc1f7626.mirnaseq.mirnas.quantification.txt	543b0c9d1b4e939bfa2c5c326fe7abae	50294	released
95e828ff-e6ba-4907-97c6-48e53fa2a2ac	ad9ccae0-49aa-411f-8a6a-6681c677b4f8.mirnaseq.mirnas.quantification.txt	028a32dc29d39ce8559b3cba9b68254e	49967	released
dadf26a9-6143-489a-ad15-93263ef752c5	fc8da24f-d6fd-42b1-95cd-5b5c764011f8.mirnaseq.mirnas.quantification.txt	4e5778f14df49133c3b86d2a8aa2875e	50242	released
1fd57f6f-1e56-4a6b-8b28-0534ff6b27f9	fbb02975-5f36-4360-bad9-6199ac765370.mirnaseq.mirnas.quantification.txt	0fa370bed67b7586f82cfedc7c697697	50103	released
adb95e7f-4a24-42f9-b626-48db0cd446ad	a4b485b3-53bb-455c-b2fc-e8f4ef171a4a.mirnaseq.mirnas.quantification.txt	25c304f3f62cbae977bfda5d68b617ce	50329	released
ffe1d6e4-a055-4e0a-a5f5-46dc61738897	1eff90f0-e08c-4eee-b712-aafe57121e07.mirnaseq.mirnas.quantification.txt	51c826edef8be1dd70b179a711a3eb1b	50196	released
6ee755a6-45a5-4a05-975e-70f9a0e574a9	02e852b2-df26-4635-94de-c6211783b7bd.mirnaseq.mirnas.quantification.txt	4353e44c518571f8c098c321eaf4c04b	50170	released
fdac7459-323c-43fb-9ea6-396fb3dbdaf1	b36437ba-b8b9-47a5-964e-d7a7b0893898.mirnaseq.mirnas.quantification.txt	20ccf854e742ac7e4fab63c3f0f746c2	50430	released
d977da87-c0f5-4a02-bd2b-c631e637f295	50931ff4-977f-498b-b412-f544f466a245.mirnaseq.mirnas.quantification.txt	2832a929f08bb16e7ed3b2cb0eb335c4	50232	released
b506672a-a47a-404f-9b62-0fecc4ce2268	cd87d768-5894-43f0-bd74-db00d2b3c818.mirnaseq.mirnas.quantification.txt	ec4e28b1a2cca4762b223322b521e989	50157	released
fd7b33d8-d899-4b49-9b53-9d42afc96ca9	2653112e-8f20-4485-a74a-356df6094e56.mirnaseq.mirnas.quantification.txt	5fbcc01e72d521c6a39a20558165ed88	50164	released
0b837e0d-4e5b-4965-8d8c-e5bb506cef99	390c340d-f7be-4757-8b21-34d8989ad377.mirnaseq.mirnas.quantification.txt	fc428113ff2bbcdbd70907cd8d3a9358	50437	released
2a2ad46e-b900-455e-b3a2-294e37a631f0	4fa5747d-61d0-46e4-a95b-e72ffc6b1eb7.mirnaseq.mirnas.quantification.txt	e89399554bc3f088a5e4632134467d24	50218	released
2a8c2609-aaa4-4a31-bd73-1de1f51cbd0f	45795363-12bf-4922-b38c-08b39ee0666a.mirbase21.mirnas.quantification.txt	780485defc4e4ef504059c55437411bd	50250	released
a2e725d2-5fd0-4142-8646-1ccda20bc75a	317639b8-7f91-457a-bbcd-a28cdedf7a4a.mirbase21.mirnas.quantification.txt	f2c7c52765cbf7f6ae351d3d4bdc142f	50252	released
ef58a31a-6a25-48f9-94a4-6823c5e7689a	a759d59f-d796-4ffb-a64d-f38f7de91ef8.mirbase21.mirnas.quantification.txt	1208f211af3b7365b116b3675920ebac	50451	released
5b72b869-11e9-4aa7-bc79-f75498343b09	0453d73f-10aa-4221-8c70-08fcf95844e3.mirbase21.mirnas.quantification.txt	cfe9347ba66d7f8eec8429c8097e4c7b	50548	released
bdaeaa16-50eb-436c-9445-1a60bdd4ec87	d7649ffc-9c0a-4017-9e75-b725ab829832.mirbase21.mirnas.quantification.txt	1e7e6cbb327d62a71f0d86d7cf0a3903	50458	released
2bc75fe0-7161-49db-9599-e3da68345f2e	5b49a5ff-77aa-4534-8fbb-b7625380c7d9.mirbase21.mirnas.quantification.txt	5850a4b3f91a403dc66f476bb417ca8f	50258	released
64ef32db-2d65-490f-a2d9-1bcfb44e001d	e6b6664a-12fe-4462-aeaa-6658865ef4e0.mirbase21.mirnas.quantification.txt	fa23dd2660e6c32468bb5caa373dad7c	50322	released
29c1be47-b507-4847-8922-186ca4a9cc49	663f9630-b083-49fb-adbc-ab88f72211f4.mirbase21.mirnas.quantification.txt	b1ad3c5c8e3acc13034ef11abe30a97c	50444	released
ad745cb0-2b64-405b-bbac-cf89dfcc6d78	6f4b26d9-ce7b-440a-864c-5193f4d00810.mirnaseq.mirnas.quantification.txt	147e1211376fe184437f63492353dbcc	50075	released
d9da03a6-22c1-419b-b9aa-fbd39ec9a09a	6c2d9690-d49e-4661-85b3-c98caa25a2cc.mirnaseq.mirnas.quantification.txt	59fa9f6e2f2bd5c76256e2da2aa4312b	50205	released
f059f290-e009-4c62-af0a-71ec771e9ba9	b7139d53-46de-46e6-9171-06ec01dd1978.mirnaseq.mirnas.quantification.txt	49f7d754dcad153ccb7d86b2020e9a41	50563	released
8a31efba-1f56-45af-91bb-5ad04eca5611	c9c265f8-8234-459a-b080-899bfab4cb81.mirbase21.mirnas.quantification.txt	91a63d78848c346b53135fb7ada071c3	50330	released
5fa46035-5def-4c28-8b9d-5cf2b483646a	3266c7c5-9ab4-4d64-b2f7-3eb68fbb7fab.mirbase21.mirnas.quantification.txt	07adc493cc62d6b54a41a64044e8ce90	50381	released
e4f5f845-bf78-4a45-986e-2add96834a1b	cf91aea7-c54c-4854-89a7-cab3840acd04.mirnaseq.mirnas.quantification.txt	caf80f2329207ef723776f2d5e41d886	50050	released
7514772c-fa47-4297-96f4-9baad37e42ff	c10e16af-5819-4afc-9aba-da0f78c28bbb.mirbase21.mirnas.quantification.txt	de032ab81291d3a008a87ad37c2b1ab9	50414	released
2190f763-52c7-4fd1-a007-979c99d1d30c	d23b0b93-c076-4e1c-8bf2-c3bf35583799.mirbase21.mirnas.quantification.txt	3be582bd40b9b6808a4e7ec084aa7609	50502	released
af9bce0d-2335-434e-b902-237b79f30006	1192f9b3-af8b-466c-8491-9ac7abc78f77.mirbase21.mirnas.quantification.txt	51a9be4b98d3262dc697aa4b75a9ac4d	50339	released
fea5da17-5425-4167-b324-b7a99bc46628	08aa4566-9d08-4a1c-861c-5e26b7720d49.mirbase21.mirnas.quantification.txt	b4e59859931f5889c6bca041bcf4dc52	50349	released
27ddfb0c-3533-439d-a7e3-afc9cfda9962	839dd150-cd57-4705-8025-ff0b4a6f591b.mirbase21.mirnas.quantification.txt	6d3d20e89c3ba7e90344ea336697a08b	50364	released
2a4d2bee-1da2-4648-b550-bf5809f88fbe	2b746699-ae73-4977-8302-63fef01830fc.mirbase21.mirnas.quantification.txt	1763de4e5a09b1d465ab74634dcf5e08	50092	released
c026cbd0-8876-49b8-9d69-3707b6b8ddb2	2f05a345-9ae9-41dd-907d-b4f44c83df73.mirbase21.mirnas.quantification.txt	9416efcc8deb77583d3e60ae6d4e9a83	50461	released
f1bd61a2-7e91-4ba8-93ff-5cbe0e97977c	8ab309e6-795e-4a20-9b8c-144d19856d2d.mirnaseq.mirnas.quantification.txt	a748b3600fcf6873360b4dbb78c3b9e4	50191	released
d3dfbb91-0b12-4eb3-83d9-c58a68da981d	9c37555e-be46-40b3-9589-fc401016a40a.mirbase21.mirnas.quantification.txt	797eb7381de08c3bf0247422bcb3bb85	50232	released
8787bf39-01a4-439e-888e-2221e50fed6d	627def4f-6371-4711-8bd9-226185c9da3f.mirbase21.mirnas.quantification.txt	d25fc92964c815aad1f58d38bae29dfe	50386	released
63001211-0949-4627-979f-5a51dbfdd700	4817dcf7-5b3c-45d3-b2b5-a6cc43eb614e.mirnaseq.mirnas.quantification.txt	7d4e9d58d7a7a5c2348a52a19aa2cdbb	50170	released
4cadfe87-d3d6-46ae-b52c-ad2284ce1ec8	7d717e09-1f83-4571-b17f-78025625efce.mirbase21.mirnas.quantification.txt	8a54a360982da11b7ce417d7ff01bf78	50457	released
da8eeb23-1c8d-4a72-9464-2bc29043eed6	45ad0f54-f514-4ced-8ecc-a78570494fcf.mirbase21.mirnas.quantification.txt	a92306a9428fa71249cf5071be158f54	50358	released
29073a21-de19-41fb-ba86-bdbd1e34ad64	5b6cdabf-86e0-4a82-bb5c-8e0a9f3be689.mirnaseq.mirnas.quantification.txt	f7ad7b8614c1e8c50bc25c5e345de96d	50302	released
6e310861-53f4-4951-a9ea-480035ab337c	1ac00d52-1935-4a2c-b23b-9edc7b254893.mirnaseq.mirnas.quantification.txt	93786b497bb379068eb3254a2a448ea9	50162	released
d45ee99c-f361-4198-b5f0-53676328c7a2	a2ce3661-dc67-449b-93c2-33136514ed31.mirnaseq.mirnas.quantification.txt	ab1688490c82c0e48adfcc5f526e9f5f	50120	released
f4f1b416-6e67-44ac-bab9-b6b2d3ba3571	5c339d5a-9fea-4b00-a905-7aa14030739e.mirnaseq.mirnas.quantification.txt	a33a1402eb5021e62714b7675bd0f0e2	50246	released
3cd620ae-13b6-46a4-bf7a-16a5bc36d86e	7272795b-2941-4293-90c0-24520c8f2bb1.mirnaseq.mirnas.quantification.txt	359aaf0b36db4e82e65fe56b33a50727	50302	released
00103c47-906a-4c6d-a6ce-2abe0a15f894	6ef46213-9a49-4770-9973-c15ec88efdce.mirbase21.mirnas.quantification.txt	fc28596debd303660c3771aeb3204262	50222	released
38083a5c-398f-414e-a9f0-19f354396ce1	0f9cd6a0-d783-4bb7-8390-146cfef88aa4.mirnaseq.mirnas.quantification.txt	ffaa0d86dfb6c336b5e874c878f40cf9	50160	released
73f6b00e-0a17-4202-aea4-e42f0dc57592	b41f2988-338e-42d4-8e82-4b23d237b87c.mirnaseq.mirnas.quantification.txt	4e0ec275d5903e07c270a6bcce349977	50124	released
604b686f-2b40-464a-be74-3f4c27d37ab6	5e58cd41-187c-446d-84e2-923f6bb557de.mirnaseq.mirnas.quantification.txt	40c628c34cb39c2bbd7c601fa91582a4	50205	released
370e537d-02f3-46b3-8353-2b15ad54a51a	4a783b73-3b36-44cf-b6b9-3403314a9bda.mirnaseq.mirnas.quantification.txt	0f18172ade476ba705e88cc7e2d0d2f4	50235	released
c74bf785-c32e-4bf7-88e4-8eedeeb7c7bb	160bfd7b-84f3-4376-9e49-c529ddc132d4.mirnaseq.mirnas.quantification.txt	0931ffcb4ae8ba4b81fa09ee03a502b8	50268	released
3d4b8a4f-23df-4b47-8c4a-12396b9658ff	f88cd4e2-2a4e-41cc-8092-ea68a1dcebce.mirnaseq.mirnas.quantification.txt	f4d91ac90ca22e0d241e156f774fdcc5	50363	released
eb3f667e-0625-45fb-a28b-4c45a2f42e98	95740105-f9e2-43bf-972d-a86bd7caf589.mirnaseq.mirnas.quantification.txt	9e057c7dbb866b1c49dc018051253d28	50151	released
82065a35-ac4e-4a60-b03f-85b1864601da	29bd3c66-fda9-4619-b92e-af54cf0b06b7.mirnaseq.mirnas.quantification.txt	8c2af766be33c3660efff7753ea1914a	50186	released
d48a3fc2-a7a5-49e2-a3e2-89469cd761b2	da9570a3-a685-44f7-a5fb-21029abd98f4.mirnaseq.mirnas.quantification.txt	c6d65cb96032818146b921501093f7dd	50267	released
d6244260-c556-4f97-8555-11a9288a67df	9074a5b9-017c-43cb-a0ec-21ac102823b3.mirnaseq.mirnas.quantification.txt	390f3c74242683790e3a26a972847e01	50248	released
befa045f-3d69-4b1b-99d9-24eb7092d641	dfee1628-597d-4468-83d6-49b669d59403.mirnaseq.mirnas.quantification.txt	027db0fae109a8a7368c19e8e6fec7c8	50064	released
b1652b35-bea5-476b-82f0-61967235343e	aa2bfd64-82be-433b-8b8f-222d49a90843.mirnaseq.mirnas.quantification.txt	15e7dd70bcc071155e18ed241d96ad98	50176	released
fcd57ca2-7414-4154-aba5-942a5c212534	6ff8832c-8500-48bb-a808-d072a6d596bc.mirnaseq.mirnas.quantification.txt	577256e0c0ba254bb6ee9576e8c53994	50213	released
045fe1e4-522d-4fe3-80fa-e22977233c42	b49f8214-57bb-492e-92f2-c8594f5e11bc.mirnaseq.mirnas.quantification.txt	5a909d4ea884974e4a9e63b557608021	50247	released
6d740ce4-2598-4043-a603-da15b2dd2c1a	02a952a1-a80a-4eea-8ef7-8c32938d371c.mirnaseq.mirnas.quantification.txt	252ac29dfb79de11f26fddc206e7ea24	50111	released
21079267-bb49-41f3-8db9-9e0b45125cc8	3d2a3700-978d-4ec7-89e3-866b46d56302.mirnaseq.mirnas.quantification.txt	3d904f547abd4c4970d04690d2bcaa60	50283	released
5b046ea1-ba67-4c3b-b330-678386a61fbd	b001fecb-efd8-4189-86f9-e8467077b38c.mirnaseq.mirnas.quantification.txt	bf05bc227b69ad41fad350a988ac16b6	50220	released
6b4295f5-9197-4d77-a79b-b6f6782a1c2b	489364e4-b557-4ca8-92e4-97eac559b4e5.mirnaseq.mirnas.quantification.txt	be8f09408d9096381f402d3d10be7163	50192	released
a1221f97-e0e3-427b-bd19-57dfbc4ca625	8f7e0db0-e402-4b1e-9345-1bedd3b12419.mirnaseq.mirnas.quantification.txt	e9fedf27b855b48af36972dccd409c9a	50400	released
fe93c0ec-70d3-439d-822e-4b6388051e2c	f608586d-f74e-4172-af83-7fab4bc41bd0.mirnaseq.mirnas.quantification.txt	417b1b9ed0e31733de338c060b4b0372	50408	released
3c3dc19c-02a4-4663-b3b6-b4e59f5b6ecd	58ef934f-498c-4d32-b2ec-74b3651f3995.mirnaseq.mirnas.quantification.txt	165e7af9c3d70ca6201531e1afc51b87	50300	released
d386258b-b060-4613-ba20-67b44ee80224	f5fc94ca-95a5-42ce-9a5d-05e9647a0b20.mirnaseq.mirnas.quantification.txt	c87a63d35f31469abdf868a117ff0c78	50275	released
b8c93e40-df0b-4c5c-89a4-6162e8304928	074b4b10-f2a2-493b-8e5f-fb7720f993b6.mirnaseq.mirnas.quantification.txt	0eb99c3def6389104ece8b2bd5948258	50127	released
ffb2d991-7946-4c12-87c1-d9e16410f46d	ec356c5e-67d2-4563-9b57-d9d81188165f.mirnaseq.mirnas.quantification.txt	d085f1835ea21eea6d8cb9d53086249b	50083	released
ac286856-3948-486a-baee-22b72b5fbd3d	57546bd3-3a15-4835-bf6b-9a8e79ae14c5.mirnaseq.mirnas.quantification.txt	e1722760677c91499f1c87335f6fc3da	50290	released
46666b7d-e9c1-41f2-a318-447a1e6759bf	18605219-2b77-41f1-a22e-efcdcfa9d946.mirnaseq.mirnas.quantification.txt	6c707fb5753c5588d5f22b4832ab2bf5	50403	released
80d60801-3aa0-43e8-91c1-9883c2604bb2	cb94d228-bfc7-48a7-9218-2bb9b7097b70.mirnaseq.mirnas.quantification.txt	47c86c28962edc9e13877c4463bceb36	50325	released
b600b4b4-cc95-4a31-a6fa-b485a2422663	a1c0b707-ef42-4244-b205-560c664945ed.mirnaseq.mirnas.quantification.txt	7b41fe2c6e497af9f1261019b2236502	50073	released
0736d078-2ee1-43ea-9896-5932828c63bf	77d41d15-a99b-4f26-892b-0ea1ba201bf9.mirnaseq.mirnas.quantification.txt	a11b30c4bf558229bed5444e20d2ecd2	50366	released
8c45cd9b-c26a-471d-92a8-3c40848d92ac	36d46a44-6260-437b-95a6-0fe6e4d1bfc7.mirnaseq.mirnas.quantification.txt	defcb0b3a184658e9b16c6c7fa08b39d	50229	released
f9f018b3-a8db-44f0-82d8-073fd36e3d57	87788573-b1ce-4961-98c0-e00de56cc37f.mirnaseq.mirnas.quantification.txt	8af19d8c7a9492247db77ea4df25d80c	50183	released
c0fbeba2-b78b-42da-a246-3eca288e78be	1930ea0a-cf58-493f-9916-d8b6290826ab.mirnaseq.mirnas.quantification.txt	f5017a6ce6847b4bfdb251cd03cb7e03	50320	released
